codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P1093,Ingeniería de Sistemas,7,10.19,15.11,102,90.0,Sí,Sí,3.0,5.0,2.0,20,4104,No,2020,No,47,Falta de motivación,10.62
P1094,Ingeniería de Software,8,13.18,15.32,121,90.0,No,Sí,3.0,16.0,1.0,22,3119,No,2018,Sí,54,,9.74
P1095,Ingeniería de Sistemas,7,17.31,12.41,121,2.0,No,No,6.0,2.0,4.0,25,3419,No,2016,Sí,33,,13.86
P1096,Ingeniería de Sistemas,8,20.0,18.83,90,90.0,No,No,3.0,3.0,2.0,23,3838,No,2019,Sí,65,,13.49
P1097,Ingeniería de Software,5,12.97,18.86,39,100.0,No,Sí,1.0,7.0,1.0,22,2968,No,2020,Sí,59,,9.78
P1098,Ingeniería de Sistemas,2,12.88,15.09,11,90.0,No,Sí,5.0,2.0,1.0,21,2226,No,2021,No,34,Exceso de carga laboral,8.3
P1099,Ingeniería de Software,7,9.37,14.7,101,60.0,Sí,Sí,3.0,7.0,2.0,20,2336,No,2020,Sí,19,,8.7
P1100,Ingeniería de Sistemas,10,18.87,18.45,143,90.0,No,No,6.0,4.0,4.0,25,5953,No,2016,Sí,87,,13.8
P1101,Ingeniería de Sistemas,8,18.69,17.54,128,90.0,No,No,2.0,1.0,2.0,24,746,No,2018,No,3,Exceso de carga laboral,15.09
P1102,Ingeniería de Software,7,14.1,15.12,58,60.0,No,No,1.0,2.0,1.0,22,4131,No,2016,Sí,49,,12.38
P1103,Ingeniería de Sistemas,8,18.56,19.68,87,96.0,No,No,3.0,1.0,2.0,21,922,No,2018,No,21,Problemas económicos,13.8
P1104,Ingeniería de Software,3,15.84,17.61,23,90.0,No,Sí,2.0,3.0,1.0,21,3318,No,2020,No,64,Salud u otros,9.35
P1105,Ingeniería de Sistemas,6,11.72,16.35,60,100.0,No,Sí,3.0,1.0,2.0,22,1422,No,2019,Sí,20,,10.48
P1106,Ingeniería de Sistemas,10,14.7,18.39,116,70.0,No,No,2.0,8.0,1.0,20,2020,No,2019,Sí,24,,11.61
P1107,Ingeniería de Sistemas,9,10.88,16.5,131,70.0,No,Sí,3.0,7.0,1.0,20,3102,No,2020,Sí,40,,7.98
P1108,Ingeniería de Sistemas,7,13.73,17.32,109,80.0,No,Sí,2.0,4.0,2.0,23,3895,No,2019,No,69,Exceso de carga laboral,10.47
P1109,Ingeniería de Software,2,18.87,18.25,11,98.0,No,Sí,4.0,3.0,3.0,20,3800,No,2020,No,61,Salud u otros,10.83
P1110,Ingeniería de Software,2,16.16,18.7,13,90.0,No,Sí,3.0,2.0,2.0,20,2730,No,2020,Sí,51,,9.3
P1111,Ingeniería de Software,8,16.0,16.12,90,0.0,No,Sí,6.0,2.0,1.0,22,2422,No,2019,No,34,Salud u otros,5.66
P1112,Ciencia de la Computación,1,0.0,0.2,0,100.0,Sí,Sí,1.0,2.0,0.0,21,4165,No,2020,No,14,Bajo rendimiento,1.66
P1113,Ingeniería de Sistemas,2,15.16,14.89,12,90.0,No,Sí,2.0,10.0,3.0,20,1875,No,2020,Sí,32,,10.51
P1114,Ingeniería de Sistemas,5,2.23,11.32,46,97.0,No,Sí,5.0,2.0,4.0,21,2908,No,2020,No,37,Problemas económicos,2.77
P1115,Ingeniería de Software,9,13.34,19.06,103,100.0,No,Sí,3.0,3.0,4.0,20,7732,No,2020,Sí,93,,6.02
P1116,Ciencia de la Computación,4,13.42,15.7,36,90.0,No,Sí,1.0,1.0,0.0,22,1156,No,2020,Sí,31,,7.79
P1117,Ingeniería de Software,2,12.98,19.41,29,100.0,No,No,6.0,4.0,3.0,19,7230,No,2021,Sí,83,,11.09
P1118,Ingeniería de Software,10,16.89,17.97,117,70.0,No,No,1.0,1.0,6.0,22,1081,No,2018,No,27,Problemas económicos,13.24
P1119,Ingeniería de Sistemas,4,19.62,18.9,36,99.0,No,No,2.0,3.0,1.0,20,10000,No,2020,Sí,100,,14.48
P1120,Ingeniería de Sistemas,2,18.97,18.36,12,99.0,No,Sí,5.0,2.0,1.0,21,2142,No,2020,No,43,Salud u otros,10.03
P1121,Ingeniería de Software,9,12.3,16.24,100,90.0,No,Sí,8.0,3.0,2.0,22,2411,No,2018,No,46,Problemas económicos,10.66
P1122,Ingeniería de Sistemas,2,15.5,16.68,11,98.0,No,Sí,3.0,2.0,1.0,19,1197,No,2020,Sí,35,,10.83
P1123,Ingeniería de Sistemas,2,17.99,18.99,10,80.0,No,No,2.0,1.0,1.0,20,1556,No,2020,Sí,21,,12.15
P1124,Ingeniería de Software,2,16.98,15.02,11,90.0,No,No,2.0,2.0,4.0,21,2518,No,2019,Sí,39,,14.72
P1125,Ingeniería de Software,5,12.66,20.0,58,100.0,No,Sí,3.0,3.0,4.0,20,3772,No,2021,Sí,69,,9.85
P1126,Ingeniería de Software,9,13.95,15.95,136,90.0,No,Sí,1.0,1.0,1.0,25,1276,No,2015,No,30,Problemas económicos,10.5
P1127,Ingeniería de Sistemas,2,19.96,19.82,11,90.0,No,No,1.0,3.0,0.0,23,1590,No,2021,Sí,24,,11.78
P1128,Ingeniería de Sistemas,7,10.31,15.62,102,90.0,No,Sí,3.0,5.0,2.0,20,3865,No,2020,Sí,60,,8.67
P1129,Ingeniería de Sistemas,10,12.27,17.84,135,100.0,No,Sí,3.0,1.0,2.0,20,5964,No,2020,Sí,65,,5.23
P1130,Ingeniería de Sistemas,10,13.75,19.34,143,87.0,No,Sí,4.0,3.0,4.0,21,3656,No,2020,Sí,41,,10.13
P1131,Ingeniería de Sistemas,8,13.8,20.0,135,80.0,No,No,3.0,2.0,2.0,23,2732,No,2018,No,53,Exceso de carga laboral,11.41
P1132,Ingeniería de Sistemas,8,12.38,17.42,97,100.0,No,No,3.0,2.0,2.0,21,8137,No,2020,Sí,66,,13.31
P1133,Ingeniería de Software,6,9.28,14.79,97,42.0,No,Sí,2.0,3.0,3.0,21,2291,No,2021,No,19,Falta de motivación,2.77
P1134,Ingeniería de Software,7,17.44,16.93,132,70.0,No,No,2.0,4.0,2.0,24,10000,No,2016,Sí,99,,12.96
P1135,Ingeniería de Software,7,15.47,13.57,140,90.0,No,Sí,4.0,1.0,2.0,25,2916,No,2013,Sí,53,,7.71
P1136,Ingeniería de Sistemas,8,11.71,17.3,102,100.0,No,Sí,4.0,5.0,1.0,20,6330,No,2021,Sí,89,,9.03
P1137,Ciencia de la Computación,7,20.0,19.25,75,97.0,No,No,6.0,1.0,1.0,22,2494,No,2019,Sí,32,,14.05
P1138,Ingeniería de Software,10,10.24,16.35,129,87.0,Sí,Sí,4.0,7.0,3.0,24,3736,No,2019,Sí,37,,4.67
P1139,Ciencia de la Computación,8,14.55,16.17,88,90.0,No,Sí,4.0,2.0,1.0,23,2839,No,2018,Sí,46,,8.66
P1140,Ciencia de la Computación,4,10.61,17.6,45,100.0,No,Sí,4.0,8.0,2.0,19,4748,No,2021,Sí,91,,7.08
P1141,Ingeniería de Software,9,13.62,18.23,129,100.0,No,Sí,2.0,2.0,4.0,20,3737,No,2020,Sí,53,,8.77
P1142,Ciencia de la Computación,9,9.29,14.63,109,100.0,No,Sí,2.0,3.0,1.0,20,5651,No,2020,Sí,82,,7.42
P1143,Ciencia de la Computación,3,14.0,18.55,51,100.0,No,No,4.0,3.0,2.0,22,3645,No,2022,Sí,55,,12.37
P1144,Ingeniería de Sistemas,4,12.89,15.6,36,80.0,No,Sí,2.0,2.0,2.0,21,2840,No,2020,Sí,37,,9.48
P1145,Ingeniería de Software,2,13.16,14.98,11,100.0,No,Sí,7.0,1.0,3.0,21,1671,No,2020,Sí,36,,10.42
P1146,Ciencia de la Computación,1,0.0,0.0,0,98.0,No,Sí,3.0,2.0,1.0,20,1836,No,2020,No,11,Falta de motivación,3.66
P1147,Ingeniería de Sistemas,5,13.12,18.02,68,41.0,No,Sí,2.0,1.0,2.0,20,6868,No,2020,Sí,84,,8.46
P1148,Ingeniería de Software,10,13.69,18.42,139,79.0,No,Sí,2.0,3.0,1.0,23,5324,No,2019,Sí,79,,9.47
P1149,Ingeniería de Sistemas,8,11.18,12.03,70,100.0,No,Sí,3.0,3.0,4.0,22,1559,No,2018,Sí,32,,7.96
P1150,Ciencia de la Computación,3,17.73,15.99,24,90.0,No,No,2.0,2.0,2.0,21,2366,No,2019,Sí,50,,12.35
P1151,Ingeniería de Software,9,12.41,19.53,100,100.0,No,No,4.0,2.0,2.0,20,4381,No,2020,Sí,76,,11.22
P1152,Ingeniería de Sistemas,8,11.5,16.89,88,80.0,No,Sí,3.0,2.0,2.0,21,2370,No,2019,Sí,41,,9.01
P1153,Ingeniería de Sistemas,4,12.61,15.96,36,95.0,No,Sí,6.0,3.0,3.0,21,1553,No,2019,No,25,Falta de motivación,8.98
P1154,Ciencia de la Computación,9,12.79,17.26,127,54.0,No,Sí,1.0,3.0,3.0,20,2263,No,2020,Sí,34,,7.78
P1155,Ingeniería de Sistemas,6,9.78,16.4,84,100.0,No,Sí,4.0,8.0,2.0,20,3989,No,2020,Sí,51,,6.46
P1156,Ciencia de la Computación,7,14.86,17.24,109,80.0,No,Sí,2.0,4.0,2.0,23,3429,No,2019,No,54,Problemas económicos,10.67
P1157,Ingeniería de Sistemas,10,15.31,20.0,91,100.0,No,Sí,2.0,6.0,1.0,23,5809,No,2019,Sí,74,,8.63
P1158,Ciencia de la Computación,9,8.2,12.73,101,100.0,No,Sí,2.0,3.0,4.0,20,4837,No,2020,Sí,61,,5.86
P1159,Ingeniería de Sistemas,8,8.01,12.88,101,100.0,No,Sí,5.0,6.0,1.0,20,6487,No,2020,Sí,97,,5.08
P1160,Ciencia de la Computación,10,5.88,13.12,137,100.0,Sí,Sí,2.0,2.0,4.0,20,5329,No,2020,Sí,55,,6.28
P1161,Ingeniería de Software,9,15.72,14.57,79,90.0,No,Sí,1.0,12.0,6.0,21,3757,No,2018,No,64,Exceso de carga laboral,8.63
P1162,Ciencia de la Computación,8,13.99,19.07,90,68.0,No,Sí,2.0,3.0,4.0,20,2390,No,2020,Sí,40,,9.17
P1163,Ingeniería de Software,3,7.52,8.12,8,99.0,Sí,Sí,7.0,3.0,1.0,21,3683,No,2021,Sí,31,,6.85
P1164,Ingeniería de Software,2,17.45,17.03,12,90.0,No,Sí,3.0,2.0,4.0,22,1225,No,2019,Sí,22,,10.94
P1165,Ingeniería de Sistemas,9,14.45,20.0,145,100.0,No,Sí,5.0,5.0,2.0,23,4538,No,2019,No,72,Falta de motivación,9.17
P1166,Ingeniería de Sistemas,2,14.95,15.55,11,90.0,No,Sí,3.0,3.0,1.0,19,2323,No,2020,Sí,21,,7.19
P1167,Ingeniería de Sistemas,8,12.3,13.39,70,100.0,No,Sí,3.0,3.0,4.0,22,1612,No,2018,Sí,47,,9.16
P1168,Ingeniería de Sistemas,8,8.19,13.87,143,100.0,No,Sí,1.0,3.0,2.0,20,4787,No,2020,Sí,78,,4.5
P1169,Ingeniería de Sistemas,10,8.24,14.4,134,89.0,No,Sí,2.0,2.0,4.0,21,6315,No,2020,Sí,83,,5.79
P1170,Ingeniería de Software,8,12.64,18.29,97,100.0,No,Sí,3.0,2.0,2.0,21,8046,No,2020,Sí,93,,9.49
P1171,Ingeniería de Sistemas,1,0.0,0.0,0,98.0,Sí,Sí,4.0,3.0,2.0,20,2985,No,2020,Sí,5,,5.64
P1172,Ingeniería de Sistemas,4,13.96,15.12,36,70.0,No,Sí,3.0,2.0,2.0,19,1148,No,2020,Sí,33,,8.52
P1173,Ingeniería de Software,7,15.18,19.03,102,100.0,No,Sí,5.0,2.0,1.0,20,3420,No,2021,Sí,49,,10.14
P1174,Ingeniería de Sistemas,8,17.45,15.84,85,100.0,No,No,6.0,2.0,3.0,21,3800,No,2019,Sí,56,,14.92
P1175,Ingeniería de Sistemas,5,10.51,16.19,63,46.0,No,Sí,2.0,2.0,4.0,21,3695,No,2021,Sí,49,,8.15
P1176,Ingeniería de Software,6,8.6,15.96,74,100.0,No,Sí,3.0,2.0,2.0,21,4758,No,2021,Sí,82,,8.27
P1177,Ingeniería de Software,6,6.0,12.34,77,62.0,No,Sí,3.0,3.0,1.0,20,6737,No,2021,Sí,69,,2.37
P1178,Ciencia de la Computación,10,15.03,18.91,137,68.0,No,Sí,3.0,1.0,4.0,21,10000,No,2020,Sí,97,,8.46
P1179,Ingeniería de Sistemas,3,12.0,14.08,24,90.0,No,Sí,2.0,3.0,1.0,19,2045,No,2020,Sí,42,,7.53
P1180,Ingeniería de Sistemas,2,17.76,18.33,11,88.0,No,Sí,8.0,2.0,2.0,20,1668,No,2020,Sí,51,,9.87
P1181,Ingeniería de Sistemas,5,14.28,14.9,40,70.0,No,Sí,3.0,10.0,3.0,21,10000,No,2020,Sí,91,,10.84
P1182,Ingeniería de Sistemas,2,12.51,16.59,11,99.0,No,Sí,3.0,1.0,1.0,20,1442,No,2020,Sí,51,,7.89
P1183,Ingeniería de Sistemas,2,19.24,20.0,12,70.0,No,No,9.0,6.0,4.0,21,1857,No,2020,Sí,24,,11.99
P1184,Ingeniería de Sistemas,10,17.09,17.62,132,70.0,No,Sí,2.0,4.0,2.0,24,10000,No,2016,Sí,88,,10.52
P1185,Ingeniería de Sistemas,2,13.47,15.88,11,99.0,No,Sí,2.0,3.0,2.0,21,1574,No,2019,No,36,Bajo rendimiento,4.61
P1186,Ingeniería de Sistemas,7,14.51,16.84,110,98.0,No,No,6.0,6.0,3.0,23,3012,No,2018,Sí,50,,11.02
P1187,Ingeniería de Sistemas,1,16.38,15.21,13,99.0,No,Sí,2.0,1.0,2.0,20,1164,No,2019,Sí,28,,9.72
P1188,Ingeniería de Sistemas,3,18.03,16.5,23,100.0,No,Sí,3.0,2.0,2.0,20,1499,No,2020,Sí,41,,10.29
P1189,Ciencia de la Computación,8,14.26,20.0,100,100.0,No,Sí,3.0,3.0,4.0,20,10000,No,2020,Sí,100,,8.65
P1190,Ingeniería de Sistemas,8,15.05,15.14,140,90.0,No,No,4.0,1.0,2.0,25,2414,No,2013,No,50,Exceso de carga laboral,13.2
P1191,Ingeniería de Software,3,16.94,16.78,25,98.0,No,No,2.0,2.0,1.0,21,1937,No,2019,No,39,Bajo rendimiento,12.38
P1192,Ingeniería de Software,2,18.89,18.76,11,70.0,No,No,1.0,2.0,1.0,22,10000,No,2019,Sí,91,,11.92
P1193,Ingeniería de Sistemas,6,10.46,16.25,63,70.0,Sí,Sí,5.0,7.0,3.0,22,2491,No,2020,Sí,26,,7.9
P1194,Ciencia de la Computación,2,16.17,17.76,11,100.0,No,No,5.0,3.0,4.0,21,2791,No,2020,No,46,Bajo rendimiento,13.08
P1195,Ingeniería de Sistemas,7,17.56,18.51,119,96.0,No,No,3.0,5.0,3.0,23,1535,No,2017,Sí,23,,15.708923566660223
P1196,Ingeniería de Software,2,17.69,17.07,11,70.0,No,Sí,3.0,3.0,2.0,20,2184,No,2020,Sí,38,,9.59
P1197,Ingeniería de Sistemas,9,9.83,13.75,143,67.0,No,Sí,1.0,2.0,4.0,25,4729,No,2019,Sí,63,,7.55
P1198,Ciencia de la Computación,10,10.45,16.27,144,90.0,Sí,Sí,6.0,3.0,2.0,25,6927,No,2018,Sí,77,,8.17
P1199,Ciencia de la Computación,8,9.9,14.38,119,86.0,Sí,Sí,3.0,9.0,2.0,20,2778,No,2020,Sí,25,,6.85
P1200,Ingeniería de Sistemas,9,14.44,16.04,110,95.0,No,Sí,3.0,1.0,6.0,26,1701,No,2014,Sí,39,,6.01
P1201,Ciencia de la Computación,2,19.08,18.89,12,90.0,No,No,5.0,1.0,2.0,20,816,No,2020,Sí,30,,15.4
P1202,Ingeniería de Software,2,12.84,19.42,30,100.0,No,Sí,4.0,3.0,2.0,19,5719,No,2021,Sí,90,,7.96
P1203,Ciencia de la Computación,4,13.52,16.22,36,96.0,No,No,3.0,3.0,2.0,22,5931,No,2020,No,78,Falta de motivación,11.12
P1204,Ingeniería de Software,1,0.14,0.53,0,62.0,No,Sí,4.0,2.0,2.0,19,1135,No,2021,Sí,14,,0.93
P1205,Ingeniería de Software,9,15.06,14.03,79,90.0,No,No,1.0,12.0,6.0,21,4241,No,2018,No,65,Salud u otros,11.15
P1206,Ingeniería de Sistemas,6,13.71,19.55,78,76.0,No,No,5.0,2.0,1.0,20,5675,No,2021,No,81,Falta de motivación,11.61
P1207,Ingeniería de Software,2,12.85,15.0,11,100.0,No,Sí,2.0,1.0,2.0,21,981,No,2020,Sí,16,,9.97
P1208,Ingeniería de Sistemas,8,13.52,16.02,88,95.0,No,No,4.0,2.0,2.0,21,1339,No,2019,Sí,26,,12.09
P1209,Ciencia de la Computación,8,10.62,17.06,109,71.0,No,Sí,3.0,7.0,1.0,21,4730,No,2020,Sí,50,,9.47
P1210,Ciencia de la Computación,9,13.61,19.41,143,100.0,No,Sí,6.0,2.0,1.0,24,5031,No,2019,Sí,86,,9.17
P1211,Ingeniería de Sistemas,8,17.2,17.0,75,90.0,No,No,8.0,4.0,5.0,22,2337,No,2018,No,37,Exceso de carga laboral,11.13
P1212,Ciencia de la Computación,8,13.88,16.7,126,75.0,No,Sí,1.0,2.0,2.0,21,2224,No,2018,Sí,37,,7.79
P1213,Ingeniería de Sistemas,2,13.16,16.34,11,100.0,No,Sí,4.0,4.0,2.0,20,2195,No,2019,Sí,47,,10.64
P1214,Ingeniería de Software,9,10.25,14.81,105,70.0,No,Sí,3.0,6.0,2.0,21,3261,No,2021,Sí,48,,9.18
P1215,Ciencia de la Computación,3,19.77,19.44,23,99.0,No,No,2.0,4.0,2.0,20,3013,No,2020,No,38,Bajo rendimiento,12.68
P1216,Ingeniería de Software,2,20.0,19.57,11,95.0,No,No,4.0,1.0,2.0,20,2267,No,2020,Sí,49,,14.26
P1217,Ingeniería de Sistemas,3,9.17,14.88,29,80.0,Sí,Sí,4.0,7.0,1.0,20,8587,No,2020,Sí,83,,5.52
P1218,Ingeniería de Sistemas,6,6.49,11.31,77,100.0,No,Sí,3.0,2.0,4.0,21,8089,No,2021,Sí,100,,6.25
P1219,Ciencia de la Computación,3,13.93,19.38,35,95.0,No,Sí,3.0,3.0,1.0,19,3967,No,2022,Sí,41,,7.4
P1220,Ingeniería de Software,5,14.51,19.16,61,100.0,No,Sí,3.0,3.0,4.0,20,3601,No,2021,Sí,55,,6.71
P1221,Ciencia de la Computación,8,8.74,12.15,105,65.0,No,Sí,4.0,4.0,2.0,20,5482,No,2020,Sí,72,,9.7
P1222,Ingeniería de Sistemas,8,19.55,18.49,93,90.0,No,No,4.0,1.0,2.0,22,1891,No,2018,Sí,38,,13.74
P1223,Ingeniería de Software,9,8.27,14.75,95,50.0,No,Sí,3.0,8.0,1.0,22,10000,No,2019,Sí,82,,4.51
P1224,Ingeniería de Software,2,13.98,16.65,11,100.0,No,No,4.0,4.0,1.0,20,4918,No,2020,No,90,Problemas económicos,13.2
P1225,Ingeniería de Sistemas,10,16.17,17.46,95,90.0,No,Sí,1.0,2.0,3.0,23,885,No,2016,Sí,14,,9.8
P1226,Ingeniería de Sistemas,10,15.38,18.83,139,100.0,No,No,4.0,4.0,2.0,25,7893,No,2019,Sí,96,,14.17
P1227,Ingeniería de Software,1,0.0,0.0,0,100.0,Sí,Sí,2.0,7.0,0.0,21,3309,No,2019,Sí,16,,0.0
P1228,Ingeniería de Software,1,0.11,0.08,0,98.0,No,Sí,2.0,3.0,0.0,20,3601,No,2021,Sí,22,,0.35
P1229,Ciencia de la Computación,9,19.57,16.63,141,70.0,No,No,2.0,3.0,2.0,22,4197,No,2018,Sí,62,,13.36
P1230,Ciencia de la Computación,3,19.86,19.87,25,75.0,No,No,3.0,1.0,2.0,22,6258,No,2020,Sí,78,,14.71
P1231,Ingeniería de Software,5,12.25,12.11,40,90.0,No,No,6.0,4.0,5.0,23,2080,No,2020,Sí,38,,13.99
P1232,Ingeniería de Sistemas,4,8.62,17.15,56,70.0,No,Sí,5.0,7.0,1.0,21,5091,No,2021,Sí,56,,7.63
P1233,Ingeniería de Software,4,17.79,17.47,25,98.0,No,No,2.0,3.0,2.0,22,2242,No,2020,Sí,36,,14.85
P1234,Ciencia de la Computación,2,18.08,17.59,11,100.0,No,Sí,4.0,2.0,2.0,20,1210,No,2020,No,26,Salud u otros,10.62
P1235,Ciencia de la Computación,6,10.46,16.11,79,100.0,No,Sí,4.0,6.0,3.0,21,4226,No,2020,Sí,64,,6.14
P1236,Ciencia de la Computación,7,14.63,20.0,102,100.0,No,Sí,5.0,2.0,1.0,20,3550,No,2021,Sí,59,,10.64
P1237,Ingeniería de Sistemas,8,15.82,17.76,84,95.0,No,Sí,3.0,2.0,2.0,22,3072,No,2019,Sí,46,,9.04
P1238,Ingeniería de Software,7,7.87,11.99,88,50.0,No,Sí,3.0,2.0,4.0,20,5474,No,2021,No,51,Falta de motivación,5.41
P1239,Ingeniería de Sistemas,2,13.54,14.73,11,100.0,No,Sí,3.0,2.0,5.0,20,2274,No,2020,Sí,42,,9.91
P1240,Ingeniería de Sistemas,10,16.47,19.32,120,95.0,No,Sí,2.0,1.0,2.0,23,3149,No,2017,Sí,46,,10.46
P1241,Ciencia de la Computación,3,17.24,17.65,23,85.0,No,No,2.0,2.0,1.0,21,1719,No,2019,Sí,21,,12.35
P1242,Ingeniería de Software,2,12.85,13.4,12,90.0,No,Sí,3.0,5.0,1.0,20,1833,No,2020,Sí,35,,9.94
P1243,Ingeniería de Sistemas,3,11.24,10.36,23,85.0,No,Sí,2.0,4.0,2.0,20,1819,No,2020,Sí,24,,7.87
P1244,Ingeniería de Software,10,14.48,19.03,126,90.0,No,No,4.0,2.0,1.0,22,2449,No,2019,Sí,46,,13.95
P1245,Ingeniería de Sistemas,1,18.37,19.52,12,100.0,No,No,3.0,3.0,2.0,22,2981,No,2017,No,47,Exceso de carga laboral,14.14
P1246,Ingeniería de Sistemas,8,14.89,19.99,141,100.0,No,No,6.0,7.0,4.0,22,9511,No,2019,Sí,96,,12.51
P1247,Ciencia de la Computación,9,9.14,14.07,116,100.0,Sí,Sí,3.0,3.0,2.0,20,9138,No,2020,Sí,85,,7.92
P1248,Ingeniería de Software,7,19.25,20.0,75,97.0,No,No,6.0,1.0,1.0,22,2570,No,2019,Sí,49,,13.62
P1249,Ingeniería de Software,9,11.22,19.07,23,90.0,No,No,2.0,6.0,2.0,20,4169,No,2020,Sí,61,,11.01
P1250,Ingeniería de Sistemas,2,17.84,16.69,23,97.0,No,No,9.0,3.0,5.0,21,2985,No,2020,Sí,39,,13.01
P1251,Ingeniería de Sistemas,8,20.0,19.35,85,100.0,No,No,6.0,2.0,2.0,20,6057,No,2019,Sí,84,,15.3
P1252,Ingeniería de Sistemas,9,9.35,15.33,97,44.48142333489815,No,Sí,4.0,2.0,4.0,20,2440,No,2020,No,36,Exceso de carga laboral,6.08
P1253,Ingeniería de Sistemas,4,13.66,14.83,37,52.0,No,Sí,1.0,6.0,1.0,21,887,No,2020,Sí,37,,6.9
P1254,Ingeniería de Sistemas,7,14.41,19.05,143,100.0,No,Sí,3.0,3.0,4.0,20,4641,No,2020,Sí,64,,7.71
P1255,Ingeniería de Sistemas,9,13.89,16.17,100,90.0,No,Sí,8.0,3.0,2.0,22,2554,No,2018,Sí,38,,9.4
P1256,Ingeniería de Software,4,12.97,15.76,36,88.0,No,Sí,1.0,2.0,1.0,20,4062,No,2020,No,62,Salud u otros,7.61
P1257,Ingeniería de Sistemas,6,17.29,17.88,72,46.34621097067982,No,Sí,2.0,4.0,2.0,20,2914,No,2019,Sí,51,,9.92
P1258,Ingeniería de Sistemas,9,18.58,20.0,123,90.0,No,No,3.0,1.0,3.0,23,1561,No,2017,No,26,Falta de motivación,15.34
P1259,Ciencia de la Computación,8,18.82,17.2,123,70.0,No,Sí,2.0,4.0,2.0,23,2978,No,2017,Sí,31,,10.23
P1260,Ingeniería de Sistemas,10,17.77,15.29,102,100.0,No,No,1.0,1.0,2.0,22,2548,No,2018,Sí,43,,16.22
P1261,Ingeniería de Software,7,6.64,13.98,107,80.0,No,Sí,2.0,9.0,2.0,20,7839,No,2019,Sí,85,,1.82
P1262,Ingeniería de Software,6,8.85,13.02,88,100.0,No,Sí,1.0,2.0,4.0,21,7773,No,2021,Sí,93,,8.24
P1263,Ingeniería de Sistemas,8,12.23,18.36,139,100.0,No,Sí,6.0,2.0,3.0,21,4446,No,2019,Sí,60,,8.76
P1264,Ingeniería de Software,8,12.89,16.35,90,70.0,No,Sí,1.0,4.0,3.0,24,1823,No,2017,No,28,Salud u otros,9.11
P1265,Ingeniería de Sistemas,2,19.41,19.49,11,70.0,No,Sí,1.0,2.0,1.0,22,10000,No,2019,Sí,100,,10.39
P1266,Ingeniería de Software,9,14.61,19.03,103,100.0,No,Sí,1.0,5.0,1.0,23,600,No,2019,No,28,Falta de motivación,7.83
P1267,Ciencia de la Computación,10,12.17,19.03,143,79.0,No,Sí,2.0,1.0,2.0,21,5234,No,2020,Sí,78,,9.79
P1268,Ingeniería de Sistemas,7,12.65,19.29,112,100.0,No,Sí,2.0,6.0,1.0,21,3316,No,2020,Sí,71,,9.55
P1269,Ingeniería de Sistemas,5,10.74,13.24,42,95.0,No,Sí,4.0,7.0,1.0,21,2916,No,2020,Sí,39,,6.3
P1270,Ciencia de la Computación,9,14.58,19.65,103,100.0,No,Sí,3.0,3.0,4.0,20,7866,No,2020,Sí,99,,14.345627719971725
P1271,Ingeniería de Software,10,8.72,15.16,122,84.0,Sí,Sí,2.0,3.0,4.0,20,8169,No,2020,Sí,86,,7.33
P1272,Ingeniería de Software,10,13.23,19.22,135,100.0,No,Sí,2.0,1.0,1.0,21,3736,No,2020,No,59,Exceso de carga laboral,10.2
P1273,Ingeniería de Software,6,11.83,17.77,16,80.0,No,Sí,4.0,4.0,1.0,22,6515,No,2019,Sí,74,,7.46
P1274,Ingeniería de Sistemas,1,0.58,0.0,0,98.0,Sí,Sí,1.0,3.0,2.0,19,1409,No,2020,Sí,0,,1.53
P1275,Ingeniería de Software,10,7.74,13.42,136,83.0,Sí,Sí,1.0,3.0,2.0,24,7531,No,2019,Sí,55,,2.07
P1276,Ciencia de la Computación,9,12.63,18.64,143,100.0,No,No,5.0,3.0,4.0,25,4236,No,2019,Sí,68,,12.4
P1277,Ingeniería de Software,8,14.68,17.54,87,97.0,No,Sí,3.0,3.0,1.0,21,8773,No,2019,Sí,100,,7.9
P1278,Ciencia de la Computación,9,5.96,12.42,130,56.0,No,Sí,2.0,3.0,4.0,20,5552,No,2020,Sí,62,,1.24
P1279,Ciencia de la Computación,2,17.02,18.17,11,85.0,No,No,1.0,2.0,1.0,19,1574,No,2020,Sí,32,,14.28
P1280,Ciencia de la Computación,7,16.18,15.68,140,100.0,No,No,3.0,1.0,1.0,22,2976,No,2018,Sí,58,,14.0
P1281,Ingeniería de Sistemas,4,13.28,15.43,36,97.0,No,No,5.0,2.0,2.0,21,3007,No,2020,Sí,45,,11.68
P1282,Ingeniería de Sistemas,8,7.37,13.52,136,100.0,Sí,Sí,2.0,3.0,2.0,20,3675,No,2020,Sí,33,,9.31
P1283,Ingeniería de Software,2,18.79,19.71,12,70.0,No,No,9.0,6.0,4.0,21,1920,No,2020,Sí,42,,13.35
P1284,Ingeniería de Sistemas,6,13.32,19.51,78,66.0,No,Sí,3.0,3.0,4.0,20,7318,No,2021,Sí,95,,9.15
P1285,Ingeniería de Software,9,14.33,14.84,120,90.0,No,Sí,2.0,1.0,2.0,23,1537,No,2017,No,30,Bajo rendimiento,10.8
